ts,realized_pnl,net_before_tax_pnl,estimated_tax_pct,estimated_tax_value,after_tax_pnl,balance,equity,trade_count,buy_count,sell_count,open_positions,order_endpoint_used
1777768551,0.0,0.0,15.0,0.0,0.0,81.0,99.91143534,2,2,0,2,False
