ts,symbol,side,qty,price,pnl,note
1777758378,BTCUSDT,BUY,0.0001267180989088671,78836.41,0.0,BUY BTCUSDT spend=10.00
1777758380,ETHUSDT,BUY,0.0038604882824240655,2328.98,0.0,BUY ETHUSDT spend=9.00
